operation,ncores,nworkers,shape,chunks,nbytes,dtype,runtime
unfiltered_mean,1,1,"(40, 1024, 1024)","(10, 1024, 1024)",335544320,float64,0.6442937850952148
filtered_mean,1,1,"(40, 1024, 1024)","(10, 1024, 1024)",335544320,float64,30.87600541114807
unfiltered_mean,9,9,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,0.8940215110778809
filtered_mean,9,9,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,34.99034667015076
unfiltered_mean,18,18,"(720, 1024, 1024)","(10, 1024, 1024)",6039797760,float64,0.8461532592773438
filtered_mean,18,18,"(720, 1024, 1024)","(10, 1024, 1024)",6039797760,float64,39.76586580276489
unfiltered_mean,27,27,"(1080, 1024, 1024)","(10, 1024, 1024)",9059696640,float64,0.8817234039306641
filtered_mean,27,27,"(1080, 1024, 1024)","(10, 1024, 1024)",9059696640,float64,47.83087158203125
unfiltered_mean,36,36,"(1440, 1024, 1024)","(10, 1024, 1024)",12079595520,float64,1.0292925834655762
filtered_mean,36,36,"(1440, 1024, 1024)","(10, 1024, 1024)",12079595520,float64,62.933786392211914
unfiltered_mean,3,1,"(120, 1024, 1024)","(10, 1024, 1024)",1006632960,float64,0.7316298484802246
filtered_mean,3,1,"(120, 1024, 1024)","(10, 1024, 1024)",1006632960,float64,32.86098289489746
unfiltered_mean,9,3,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,0.7628540992736816
filtered_mean,9,3,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,36.18413758277893
unfiltered_mean,18,6,"(720, 1024, 1024)","(10, 1024, 1024)",6039797760,float64,0.8734211921691895
filtered_mean,18,6,"(720, 1024, 1024)","(10, 1024, 1024)",6039797760,float64,39.91254377365112
unfiltered_mean,27,9,"(1080, 1024, 1024)","(10, 1024, 1024)",9059696640,float64,0.8986260890960693
filtered_mean,27,9,"(1080, 1024, 1024)","(10, 1024, 1024)",9059696640,float64,48.97004413604736
unfiltered_mean,36,12,"(1440, 1024, 1024)","(10, 1024, 1024)",12079595520,float64,1.001133680343628
filtered_mean,36,12,"(1440, 1024, 1024)","(10, 1024, 1024)",12079595520,float64,63.513280630111694
unfiltered_mean,9,1,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,0.8125076293945312
filtered_mean,9,1,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,38.80284523963928
unfiltered_mean,9,1,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,0.6890964508056641
filtered_mean,9,1,"(360, 1024, 1024)","(10, 1024, 1024)",3019898880,float64,37.91103792190552
unfiltered_mean,18,2,"(720, 1024, 1024)","(10, 1024, 1024)",6039797760,float64,0.8759951591491699
filtered_mean,18,2,"(720, 1024, 1024)","(10, 1024, 1024)",6039797760,float64,42.63812804222107
unfiltered_mean,27,3,"(1080, 1024, 1024)","(10, 1024, 1024)",9059696640,float64,0.9363784790039062
filtered_mean,27,3,"(1080, 1024, 1024)","(10, 1024, 1024)",9059696640,float64,50.105342864990234
unfiltered_mean,36,4,"(1440, 1024, 1024)","(10, 1024, 1024)",12079595520,float64,1.3815441131591797
filtered_mean,36,4,"(1440, 1024, 1024)","(10, 1024, 1024)",12079595520,float64,64.22465419769287
